,ChannelID,subs,nvideos,views,Category,Language,Type
Y0494,Y0494,109278,87,27903,food,Spanish,Individual
Y0495,Y0495,31391,33,38214,music,English,NGO
Y0496,Y0496,88512,77,22974,gaming,English,Individual
Y0497,Y0497,116339,23,68510,music,Spanish,Individual
Y0498,Y0498,81106,44,73610,travel,English,NGO
Y0499,Y0499,102881,93,12907,travel,English,Goverment
Y0500,Y0500,28866,99,33143,gaming,English,NGO
Y0501,Y0501,119426,69,46780,news,Japanese,NGO
Y0502,Y0502,65719,51,3298,travel,English,Individual
Y0503,Y0503,61015,84,39003,food,English,Corperate
Y0504,Y0504,131153,94,48003,news,English,Individual
Y0505,Y0505,15392,62,1722,music,English,NGO
Y0506,Y0506,103339,38,114740,gaming,Japanese,Individual
Y0507,Y0507,143778,97,13495,music,Spanish,Individual
Y0508,Y0508,147075,53,157175,news,Russia,Goverment
Y0509,Y0509,164231,58,10588,travel,English,Goverment
Y0510,Y0510,108186,80,134380,travel,Chinese,Corperate
Y0511,Y0511,153938,94,151405,food,English,Individual
Y0512,Y0512,120281,21,143689,travel,Russia,Individual
Y0513,Y0513,102632,65,42772,music,English,Individual
Y0514,Y0514,135168,68,121486,gaming,Japanese,NGO
Y0515,Y0515,101777,44,19265,news,Franch,Individual
Y0516,Y0516,120773,55,165823,music,English,Individual
Y0517,Y0517,205792,78,292298,travel,English,Individual
Y0518,Y0518,80510,10,75520,travel,Russia,Goverment
Y0519,Y0519,159990,18,192787,news,English,Individual
Y0520,Y0520,46879,4,13796,music,Chinese,Individual
Y0521,Y0521,24964,56,14844,gaming,English,Individual
Y0522,Y0522,142225,96,85605,news,English,Individual
Y0523,Y0523,102974,76,100597,news,English,Goverment
Y0524,Y0524,78847,27,86273,food,Spanish,Goverment
Y0525,Y0525,169611,12,26364,gaming,Chinese,Individual
Y0526,Y0526,80297,11,22548,news,English,Goverment
Y0527,Y0527,96983,26,3716,news,English,Individual
Y0528,Y0528,137194,46,21897,news,English,NGO
Y0529,Y0529,38017,37,34582,news,Chinese,Individual
Y0530,Y0530,102219,44,10177,food,English,Individual
Y0531,Y0531,182294,59,250169,news,Spanish,Individual
Y0532,Y0532,108050,28,109460,travel,Japanese,Individual
Y0533,Y0533,63443,61,79450,news,Franch,NGO
Y0534,Y0534,53744,49,29533,gaming,English,Individual
Y0535,Y0535,104067,45,42375,news,English,Individual
Y0536,Y0536,1,64,0,gaming,English,Individual
Y0537,Y0537,116882,16,55933,travel,Russia,NGO
Y0538,Y0538,84674,55,26515,gaming,English,Individual
Y0539,Y0539,145769,8,146271,travel,Russia,NGO
Y0540,Y0540,113133,2,88400,music,Japanese,NGO
Y0541,Y0541,145691,10,108024,travel,English,NGO
Y0542,Y0542,171772,77,154674,travel,English,NGO
Y0543,Y0543,30465,9,33381,food,English,NGO
Y0544,Y0544,127888,91,101570,music,Spanish,NGO
Y0545,Y0545,68740,81,62197,music,Spanish,Goverment
Y0546,Y0546,110416,22,90058,gaming,English,Individual
Y0547,Y0547,121336,47,104493,travel,English,Goverment
Y0548,Y0548,1,72,0,gaming,Spanish,Individual
Y0549,Y0549,147933,5,198491,travel,English,Individual
Y0550,Y0550,121096,16,118491,travel,English,Individual
Y0551,Y0551,117301,42,55047,news,English,Individual
Y0552,Y0552,36986,4,28064,news,English,Goverment
Y0553,Y0553,102153,16,6529,travel,Japanese,Individual
Y0554,Y0554,140806,49,129360,gaming,English,Goverment
Y0555,Y0555,107007,86,26240,music,Russia,Individual
Y0556,Y0556,151790,95,133898,gaming,Franch,Goverment
Y0557,Y0557,121130,89,8188,food,Spanish,NGO
Y0558,Y0558,129107,44,86824,music,English,Corperate
Y0559,Y0559,97566,40,27959,travel,English,NGO
Y0560,Y0560,104632,77,75674,food,English,NGO
Y0561,Y0561,175806,65,210536,music,English,NGO
Y0562,Y0562,18413,30,14442,gaming,English,Corperate
Y0563,Y0563,155928,76,133101,food,Chinese,Individual
Y0564,Y0564,88195,11,130554,gaming,English,NGO
Y0565,Y0565,55914,21,53750,food,Spanish,Corperate
Y0566,Y0566,212476,22,180621,gaming,English,Goverment
Y0567,Y0567,182834,77,222597,gaming,Spanish,NGO
Y0568,Y0568,19956,44,3901,travel,English,Individual
Y0569,Y0569,141563,26,79799,gaming,English,NGO
Y0570,Y0570,29436,73,34833,food,Franch,Individual
Y0571,Y0571,108656,31,157701,music,Russia,Individual
Y0572,Y0572,190403,96,97273,music,English,Goverment
Y0573,Y0573,82557,46,16583,news,English,NGO
Y0574,Y0574,201753,63,56927,travel,English,NGO
Y0575,Y0575,88909,21,83017,music,Japanese,Individual
Y0576,Y0576,137472,76,130256,news,English,NGO
Y0577,Y0577,120883,46,140940,gaming,English,Corperate
Y0578,Y0578,109268,16,58758,food,Japanese,NGO
Y0579,Y0579,97249,58,9019,gaming,English,Goverment
Y0580,Y0580,84326,60,100910,music,English,NGO
Y0581,Y0581,143253,28,26158,gaming,Chinese,NGO
Y0582,Y0582,75287,72,439,travel,English,Individual
Y0583,Y0583,119575,28,164738,food,English,Individual
Y0584,Y0584,112246,43,5489,travel,English,Corperate
Y0585,Y0585,97270,54,82124,news,English,Individual
Y0586,Y0586,63324,63,47613,food,Japanese,Corperate
Y0587,Y0587,82130,20,66127,travel,English,Goverment
Y0588,Y0588,200719,75,101360,news,Chinese,Goverment
Y0589,Y0589,112133,63,137869,music,Spanish,Individual
Y0590,Y0590,85024,79,81457,gaming,English,Goverment
Y0591,Y0591,104671,65,37683,music,Japanese,Goverment
Y0592,Y0592,157443,29,221922,gaming,English,NGO
Y0593,Y0593,103348,43,114165,news,Franch,Goverment
Y0594,Y0594,159728,31,5879,food,English,Individual
Y0595,Y0595,67388,88,57026,news,English,Individual
Y0596,Y0596,91123,87,115000,news,Russia,Individual
Y0597,Y0597,89993,10,128679,food,English,Individual
Y0598,Y0598,100119,6,11151,music,Japanese,NGO
Y0599,Y0599,95054,33,124772,gaming,English,Individual
Y0600,Y0600,102576,38,75470,music,English,Individual
Y0601,Y0601,57123,4,35344,music,Spanish,Individual
Y0602,Y0602,64115,11,84223,news,English,NGO
Y0603,Y0603,130028,97,94591,food,English,NGO
Y0604,Y0604,65916,82,25485,gaming,English,NGO
Y0605,Y0605,88473,78,25778,travel,English,Individual
Y0606,Y0606,144024,44,191530,gaming,English,Goverment
Y0607,Y0607,73234,18,38023,food,Chinese,Individual
Y0608,Y0608,114377,60,81323,music,Japanese,NGO
Y0609,Y0609,10098,97,7679,news,English,NGO
Y0610,Y0610,153146,25,133854,news,Japanese,Corperate
Y0611,Y0611,98842,63,11453,travel,English,Goverment
Y0612,Y0612,40335,33,16069,music,Chinese,Individual
Y0613,Y0613,141488,44,162241,news,English,Individual
Y0614,Y0614,69756,26,26842,news,Russia,Individual
Y0615,Y0615,87864,92,7658,gaming,English,Corperate
Y0616,Y0616,70028,56,32845,news,English,Individual
Y0617,Y0617,114467,84,137585,music,English,Individual
Y0618,Y0618,148130,84,56828,music,English,NGO
Y0619,Y0619,44296,26,53649,music,English,NGO
Y0620,Y0620,116223,59,107181,music,English,Individual
Y0621,Y0621,1,1,346,food,English,Goverment
Y0622,Y0622,135567,92,53577,travel,English,Individual
Y0623,Y0623,112369,30,107079,music,Chinese,NGO
Y0624,Y0624,29846,41,23409,food,Russia,Individual
Y0625,Y0625,91031,1,122044,gaming,English,NGO
Y0626,Y0626,99434,24,148282,music,English,NGO
Y0627,Y0627,80373,10,116083,music,Spanish,NGO
Y0628,Y0628,130518,58,124462,music,English,NGO
Y0629,Y0629,124881,9,115775,news,English,NGO
Y0630,Y0630,117868,90,29858,travel,Spanish,Corperate
Y0631,Y0631,85186,44,53930,news,Japanese,Goverment
Y0632,Y0632,39527,43,50786,food,Franch,NGO
Y0633,Y0633,33297,64,36195,music,English,Goverment
Y0634,Y0634,68045,25,57520,gaming,Chinese,NGO
Y0635,Y0635,27634,95,6306,travel,English,Goverment
Y0636,Y0636,121104,80,104640,news,Russia,NGO
Y0637,Y0637,98249,78,119430,gaming,Spanish,Individual
Y0638,Y0638,99463,76,106097,travel,English,Individual
Y0639,Y0639,40923,45,1725,travel,Franch,Individual
Y0640,Y0640,66570,98,20225,food,Franch,Corperate
Y0641,Y0641,7325,70,6709,news,Franch,NGO
Y0642,Y0642,109869,28,56075,news,Chinese,Goverment
Y0643,Y0643,182111,1,60840,food,English,NGO
Y0644,Y0644,70192,51,33417,music,Japanese,Corperate
Y0645,Y0645,150812,31,141482,news,Spanish,Corperate
Y0646,Y0646,94654,86,88150,travel,English,Goverment
Y0647,Y0647,14326,24,20157,music,English,Corperate
Y0648,Y0648,120055,31,136579,travel,English,NGO
Y0649,Y0649,94637,38,119424,gaming,Spanish,Individual
Y0650,Y0650,130219,23,5392,gaming,Chinese,Individual
Y0651,Y0651,123617,20,89424,gaming,English,Goverment
Y0652,Y0652,63961,64,16954,gaming,Japanese,NGO
Y0653,Y0653,124454,90,52727,music,English,Goverment
Y0654,Y0654,118039,27,163444,travel,Franch,Individual
Y0655,Y0655,74718,48,87366,gaming,English,Individual
Y0656,Y0656,136762,57,73652,music,English,Goverment
Y0657,Y0657,33275,40,18251,news,Japanese,NGO
Y0658,Y0658,71886,47,57148,travel,Japanese,Corperate
Y0659,Y0659,120552,64,17870,food,Spanish,Individual
Y0660,Y0660,132209,41,144909,gaming,English,Corperate
Y0661,Y0661,71314,22,60621,gaming,Spanish,Goverment
Y0662,Y0662,23291,93,29333,food,English,Corperate
Y0663,Y0663,18252,84,21809,news,Russia,Individual
Y0664,Y0664,86464,76,72857,travel,Spanish,NGO
Y0665,Y0665,102599,43,74563,food,Russia,NGO
Y0666,Y0666,80444,11,68847,music,Japanese,NGO
Y0667,Y0667,31239,5,16577,food,Chinese,Individual
Y0668,Y0668,153971,78,99089,gaming,Russia,NGO
Y0669,Y0669,127024,88,121791,news,Japanese,Individual
Y0670,Y0670,182536,71,89422,food,English,NGO
Y0671,Y0671,131554,85,150642,food,Russia,Individual
Y0672,Y0672,129687,69,80765,gaming,Franch,Corperate
Y0673,Y0673,66700,41,98491,food,English,Individual
Y0674,Y0674,148105,72,213346,news,Chinese,Individual
Y0675,Y0675,159219,69,173223,food,English,Goverment
Y0676,Y0676,70700,93,54697,news,English,Individual
Y0677,Y0677,114933,29,142582,gaming,English,Individual
Y0678,Y0678,86220,36,25462,news,English,NGO
Y0679,Y0679,121512,52,162747,music,Russia,Corperate
Y0680,Y0680,108597,40,99962,news,Spanish,Corperate
Y0681,Y0681,111301,96,49639,travel,Spanish,NGO
Y0682,Y0682,1,79,311,gaming,Franch,Corperate
Y0683,Y0683,101712,93,40723,food,English,Individual
Y0684,Y0684,125656,54,101280,news,Japanese,NGO
Y0685,Y0685,59891,17,87566,food,English,NGO
Y0686,Y0686,98088,45,105751,news,English,NGO
Y0687,Y0687,72052,6,89919,food,English,NGO
Y0688,Y0688,90381,67,2578,food,Japanese,Individual
Y0689,Y0689,29693,20,27302,music,Japanese,Individual
Y0690,Y0690,1,10,0,travel,Russia,NGO
Y0691,Y0691,20042,14,14822,news,English,Goverment
Y0692,Y0692,152700,17,15921,gaming,Franch,Individual
Y0693,Y0693,75784,77,38159,news,English,Individual
Y0694,Y0694,5460,17,6154,music,Spanish,Individual
Y0695,Y0695,1,89,996,travel,English,Individual
Y0696,Y0696,171078,31,29898,food,Franch,Goverment
Y0697,Y0697,31983,33,21595,news,English,Individual
Y0698,Y0698,27461,15,38721,news,Chinese,Individual
Y0699,Y0699,101718,62,55323,gaming,English,Individual
Y0700,Y0700,76831,11,48218,music,Russia,Individual
Y0701,Y0701,46542,32,21913,food,English,NGO
Y0702,Y0702,138118,33,100865,music,English,Individual
Y0703,Y0703,1,89,0,food,Japanese,NGO
Y0704,Y0704,162336,60,149541,news,Russia,Goverment
Y0705,Y0705,101497,79,97763,news,English,Individual
Y0706,Y0706,158397,44,203040,gaming,English,Individual
Y0707,Y0707,67744,48,56652,music,Japanese,Goverment
Y0708,Y0708,53798,6,34218,music,English,Individual
Y0709,Y0709,131656,43,171276,news,Japanese,Individual
Y0710,Y0710,32917,95,2041,music,Japanese,Individual
Y0711,Y0711,111912,36,143804,music,English,NGO
Y0712,Y0712,115009,40,80568,news,Franch,Individual
Y0713,Y0713,90897,14,128363,food,English,Individual
Y0714,Y0714,99678,4,18747,gaming,Spanish,Individual
Y0715,Y0715,76600,28,1341,gaming,Chinese,Individual
Y0716,Y0716,89987,89,123589,music,English,Corperate
Y0717,Y0717,114227,15,47661,travel,English,Individual
Y0718,Y0718,122830,85,21369,music,Spanish,Corperate
Y0719,Y0719,43021,9,6417,gaming,Chinese,Individual
Y0720,Y0720,79055,70,116125,travel,English,Individual
Y0721,Y0721,139600,36,205291,gaming,Franch,Goverment
Y0722,Y0722,56246,77,9994,food,Spanish,NGO
Y0723,Y0723,71748,13,91912,news,English,Goverment
Y0724,Y0724,29260,77,13032,travel,English,Individual
Y0725,Y0725,124422,8,24256,music,Chinese,Individual
Y0726,Y0726,149352,11,21390,travel,English,Individual
Y0727,Y0727,89698,87,50626,gaming,English,NGO
Y0728,Y0728,179076,25,35817,music,Spanish,Corperate
Y0729,Y0729,60528,5,65910,music,English,NGO
Y0730,Y0730,26509,95,29043,music,Spanish,Goverment
Y0731,Y0731,112507,99,25109,travel,English,Corperate
Y0732,Y0732,83043,47,15023,gaming,English,NGO
Y0733,Y0733,128648,2,166254,travel,English,Goverment
Y0734,Y0734,116075,60,75510,music,Spanish,NGO
Y0735,Y0735,115832,14,61430,food,English,Individual
Y0736,Y0736,127098,33,186399,gaming,Spanish,Individual
Y0737,Y0737,114117,56,68095,gaming,English,NGO
Y0738,Y0738,133181,95,6633,gaming,Chinese,NGO
Y0739,Y0739,91605,17,65575,gaming,Spanish,Goverment
Y0740,Y0740,158611,41,226962,music,Spanish,Individual
Y0741,Y0741,162665,44,218515,music,Russia,NGO
Y0742,Y0742,33097,85,12890,news,English,NGO
Y0743,Y0743,132021,24,18478,gaming,English,Individual
Y0744,Y0744,161558,50,172679,music,Russia,NGO
Y0745,Y0745,48291,51,71400,news,Spanish,Corperate
Y0746,Y0746,216301,40,300083,news,English,Corperate
Y0747,Y0747,59765,44,76587,gaming,English,Goverment
Y0748,Y0748,140065,74,139460,travel,English,Individual
Y0749,Y0749,119734,15,38738,news,English,Individual
Y0750,Y0750,28971,37,31515,gaming,English,Individual
Y0751,Y0751,115937,83,77096,gaming,English,NGO
Y0752,Y0752,88563,37,108532,news,English,NGO
Y0753,Y0753,65317,26,52181,gaming,Russia,Individual
Y0754,Y0754,137841,27,75661,news,Japanese,Individual
Y0755,Y0755,148983,60,131528,gaming,Japanese,Individual
Y0756,Y0756,163589,79,174443,news,English,Individual
Y0757,Y0757,94769,17,35068,music,Russia,Corperate
Y0758,Y0758,34934,65,14438,travel,English,NGO
Y0759,Y0759,23757,41,31084,food,English,Corperate
Y0760,Y0760,234241,94,40941,food,English,NGO
Y0761,Y0761,180882,45,203444,music,English,Individual
Y0762,Y0762,118175,34,54241,gaming,English,NGO
Y0763,Y0763,178002,57,194798,music,Russia,NGO
Y0764,Y0764,46820,80,25042,gaming,Russia,Corperate
Y0765,Y0765,86406,56,20848,gaming,Japanese,Goverment
Y0766,Y0766,75415,58,70577,news,Russia,Individual
Y0767,Y0767,65888,90,97410,gaming,Russia,NGO
Y0768,Y0768,103676,21,25721,travel,Spanish,Individual
Y0769,Y0769,118265,68,57366,music,Japanese,Individual
Y0770,Y0770,158385,52,60659,music,English,NGO
Y0771,Y0771,164570,15,145043,travel,Chinese,Individual
Y0772,Y0772,133558,96,156618,food,English,Goverment
Y0773,Y0773,1,97,517,gaming,Franch,Individual
Y0774,Y0774,111154,90,132303,music,Chinese,Individual
Y0775,Y0775,91422,40,16162,music,English,NGO
Y0776,Y0776,53951,56,3493,news,English,Individual
Y0777,Y0777,117710,82,127341,music,English,Individual
Y0778,Y0778,85671,60,65374,news,English,NGO
Y0779,Y0779,58697,99,62010,travel,English,Individual
Y0780,Y0780,95526,77,34305,food,Chinese,Individual
Y0781,Y0781,30075,28,3976,music,English,NGO
Y0782,Y0782,45356,49,62079,music,English,Corperate
Y0783,Y0783,93516,3,91318,gaming,Japanese,NGO
Y0784,Y0784,154181,5,180808,music,English,NGO
Y0785,Y0785,11151,46,1642,food,Japanese,Individual
Y0786,Y0786,208183,93,91402,travel,English,Individual
Y0787,Y0787,149813,42,96848,food,English,Goverment
Y0788,Y0788,148650,55,201507,news,Japanese,Individual
Y0789,Y0789,58630,84,58919,gaming,Spanish,NGO
Y0790,Y0790,71120,74,17708,news,Franch,NGO
Y0791,Y0791,31559,35,4848,travel,Spanish,NGO
Y0792,Y0792,104592,84,16037,news,English,NGO
Y0793,Y0793,140883,63,92556,news,English,Individual
Y0794,Y0794,7670,3,1825,food,Japanese,Individual
Y0795,Y0795,36022,21,49673,food,Spanish,Corperate
Y0796,Y0796,56380,28,43517,food,English,Individual
Y0797,Y0797,74840,25,108847,food,Spanish,NGO
Y0798,Y0798,46611,27,18965,music,English,Individual
Y0799,Y0799,85353,27,81509,music,Russia,Goverment
Y0800,Y0800,65188,30,14148,news,Chinese,NGO
Y0801,Y0801,150975,70,191591,gaming,Japanese,Individual
Y0802,Y0802,69392,32,52770,travel,English,Goverment
Y0803,Y0803,71125,95,52326,gaming,Russia,Individual
Y0804,Y0804,159664,81,212462,news,Russia,NGO
Y0805,Y0805,17077,58,7382,travel,Russia,NGO
Y0806,Y0806,1,46,617,food,English,Goverment
Y0807,Y0807,135392,81,167962,news,English,Individual
Y0808,Y0808,102309,23,6738,food,Spanish,Corperate
Y0809,Y0809,116985,93,28350,gaming,English,Goverment
Y0810,Y0810,30548,31,37817,food,English,Corperate
Y0811,Y0811,99928,11,52692,news,English,Corperate
Y0812,Y0812,66513,43,12836,travel,Spanish,Goverment
Y0813,Y0813,53164,49,7592,news,Spanish,Corperate
Y0814,Y0814,129586,44,130351,food,English,Corperate
Y0815,Y0815,105949,63,19005,travel,Chinese,NGO
Y0816,Y0816,71074,21,98945,news,Russia,NGO
Y0817,Y0817,50258,39,23683,news,English,NGO
Y0818,Y0818,1,12,784,music,Spanish,NGO
Y0819,Y0819,57309,11,77445,news,Russia,NGO
Y0820,Y0820,106960,49,114224,music,Russia,Individual
Y0821,Y0821,128644,46,88224,gaming,Spanish,Individual
Y0822,Y0822,83441,47,13137,gaming,Franch,Individual
Y0823,Y0823,23397,36,29751,travel,Russia,Corperate
Y0824,Y0824,109292,11,80428,food,Russia,Corperate
Y0825,Y0825,39511,62,8135,music,English,Individual
Y0826,Y0826,26531,67,30858,food,English,Corperate
Y0827,Y0827,179117,80,149606,gaming,Japanese,Goverment
Y0828,Y0828,63766,35,53765,travel,English,NGO
Y0829,Y0829,104521,64,136974,travel,English,Individual
Y0830,Y0830,94890,35,84889,food,English,NGO
Y0831,Y0831,63508,22,74100,gaming,English,NGO
Y0832,Y0832,82423,45,101852,food,English,NGO
Y0833,Y0833,97209,89,90297,music,Chinese,NGO
Y0834,Y0834,135520,39,36156,travel,English,Individual
Y0835,Y0835,152102,27,121693,gaming,Japanese,Individual
Y0836,Y0836,142791,58,168386,gaming,Spanish,Individual
Y0837,Y0837,47858,54,31777,food,English,Individual
Y0838,Y0838,88090,43,104575,news,English,Individual
Y0839,Y0839,1,48,227,music,Chinese,Individual
Y0840,Y0840,61479,2,76679,food,English,NGO
Y0841,Y0841,91895,53,96335,food,Russia,Corperate
Y0842,Y0842,120110,92,33116,food,English,Individual
Y0843,Y0843,114684,34,127524,music,Franch,Individual
Y0844,Y0844,244376,72,111801,news,Franch,NGO
Y0845,Y0845,143683,55,34108,news,English,Individual
Y0846,Y0846,117137,68,16584,gaming,Chinese,NGO
Y0847,Y0847,127176,75,29199,gaming,Russia,Corperate
Y0848,Y0848,140865,73,44436,gaming,Russia,NGO
Y0849,Y0849,159047,36,208520,gaming,English,Goverment
Y0850,Y0850,128866,98,41050,news,Japanese,NGO
Y0851,Y0851,39046,15,12467,gaming,English,Individual
Y0852,Y0852,118347,22,83163,travel,Japanese,Goverment
Y0853,Y0853,13478,29,167,news,English,Corperate
Y0854,Y0854,76800,41,81250,news,English,NGO
Y0855,Y0855,113290,38,116230,gaming,Spanish,Goverment
Y0856,Y0856,57965,66,72945,news,Spanish,NGO
Y0857,Y0857,48528,74,31376,travel,Chinese,Corperate
Y0858,Y0858,76789,57,71398,music,English,Corperate
Y0859,Y0859,88868,23,43099,gaming,English,NGO
Y0860,Y0860,75613,55,101895,food,English,Individual
Y0861,Y0861,97343,44,126246,travel,Chinese,Individual
Y0862,Y0862,154564,97,71300,music,Japanese,Individual
Y0863,Y0863,99348,25,14194,travel,Chinese,Corperate
Y0864,Y0864,101919,69,116611,gaming,Chinese,NGO
Y0865,Y0865,182330,75,82228,gaming,Spanish,Goverment
Y0866,Y0866,43021,87,38651,music,English,NGO
Y0867,Y0867,50819,95,22636,food,Franch,NGO
Y0868,Y0868,79123,42,84982,news,Franch,Individual
Y0869,Y0869,39708,74,56163,food,English,Individual
Y0870,Y0870,73917,41,108394,travel,English,Individual
Y0871,Y0871,152890,32,76150,music,English,Individual
Y0872,Y0872,97089,18,46107,music,Spanish,Individual
Y0873,Y0873,38837,90,54871,travel,Chinese,NGO
Y0874,Y0874,79025,94,116807,music,Spanish,Individual
Y0875,Y0875,70372,6,102738,gaming,Chinese,Individual
Y0876,Y0876,113622,68,75353,gaming,English,NGO
Y0877,Y0877,172296,56,162370,gaming,Franch,NGO
Y0878,Y0878,140183,61,53436,music,English,Individual
Y0879,Y0879,114142,69,4360,music,English,Goverment
Y0880,Y0880,4125,68,289,travel,Japanese,Goverment
Y0881,Y0881,29948,87,42917,gaming,Spanish,NGO
Y0882,Y0882,75436,76,106827,food,English,Individual
Y0883,Y0883,63913,78,31231,food,Russia,Individual
Y0884,Y0884,96049,82,114102,gaming,English,NGO
Y0885,Y0885,121256,68,113584,gaming,Franch,NGO
Y0886,Y0886,103208,78,108039,music,Japanese,NGO
Y0887,Y0887,96444,76,123106,food,Japanese,NGO
Y0888,Y0888,54346,47,74078,music,English,Goverment
Y0889,Y0889,1,63,457,music,English,NGO
Y0890,Y0890,84892,46,67028,music,Spanish,Individual
Y0891,Y0891,2895,28,212,music,English,Individual
Y0892,Y0892,59700,28,79202,news,Franch,Individual
Y0893,Y0893,47351,6,56801,food,English,Individual
Y0894,Y0894,56129,84,27905,travel,English,Individual
Y0895,Y0895,50231,49,14455,food,Franch,Individual
Y0896,Y0896,129994,18,100884,food,English,Individual
Y0897,Y0897,84922,5,100072,gaming,English,NGO
Y0898,Y0898,69058,64,40853,news,Chinese,NGO
Y0899,Y0899,144016,19,176175,gaming,Franch,Individual
